Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Age,AboutMe,Views,UpVotes,DownVotes
1363,101,2012-05-24 13:32:51.187,Matt Chan,2013-11-10 14:15:04.717,http://mattchan.net/,"Boston, MA",30,"<p>Software engineer, martial artist, dragon boat paddler, and hobbyist photographer.</p>  <p>Pro tempore moderator for the <a href=""http://fitness.stackexchange.com"">Physical Fitness</a> and <a href=""http://martialarts.stackexchange.com"">Martial Arts</a> Stack Exchange sites.</p>  <p>Twitter: <a href=""https://twitter.com/#!/NahcTtam"" rel=""nofollow"">@NahcTtam</a></p>",0,0,0
1364,51,2012-05-24 14:03:38.887,jojo,2012-05-24 14:03:38.887,NULL,NULL,NULL,NULL,0,0,0
1365,41,2012-05-24 15:33:46.027,Tim,2014-07-08 13:04:44.397,NULL,NULL,NULL,NULL,0,0,0
1366,41,2012-05-24 16:26:43.123,Jeff Burright,2012-05-24 16:26:43.123,NULL,NULL,NULL,NULL,2,0,0
1367,69,2012-05-24 18:20:28.077,Mohammadreza Shams,2012-07-01 06:29:08.450,http://www.youtube.com/user/mohammadrezashams,Malaysia,NULL,"<p>Director, Writer, producer</p>",4,0,0
1368,19,2012-05-24 19:47:58.237,Zapp,2012-05-24 19:47:58.237,NULL,NULL,NULL,NULL,1,0,0
1369,101,2012-05-24 20:30:07.277,Matt Hurne,2012-05-24 20:30:07.277,NULL,"Schenectady, NY",NULL,NULL,0,0,0
1371,101,2012-05-25 03:16:47.910,A Salcedo,2014-05-22 02:04:29.883,http://stackoverflow.com/users/edit/117792,Everywhere,34,NULL,2,2,0
1372,51,2012-05-25 08:38:31.980,Jurgo,2012-05-28 22:48:56.390,NULL,NULL,NULL,NULL,1,0,0
1373,21,2012-05-25 08:39:06.843,Aaron Makela,2012-05-25 08:58:31.983,NULL,NULL,NULL,NULL,17,0,0
1374,1,2012-05-25 09:37:28.817,CatacombxKitten,2012-05-25 09:37:28.817,http://catacombxkitten.blogspot.com/,Belgium,23,NULL,0,0,0
1375,271,2012-05-25 13:14:31.640,Jacob Tomlinson,2014-08-20 13:05:48.603,http://www.jacobtomlinson.co.uk,"Exeter, United Kingdom",22,<p>I am currently a Unix Admin at a well known British trading fund. I spend most of my free time tinkering with electronics and computers ranging from Arduino's to playing with CentOS on my VPS over ssh from my Macbook Air.</p>  <p>When I work on any project I like to learn by doing and so I find StackExchange perfect for helping nudge me in the right direction when I get stuck and so I try and give back just as much advice as I take.</p>,12,23,0
1376,101,2012-05-25 18:42:34.103,Dimitri,2012-05-25 18:42:34.103,http://grosdim.blogspot.com/,"Paris, France",30,"<p>I am studying IT in Paris. I love OO programming with Java and web programming with PHP, HTML, Javascript,CSS. I am learning new languages like Scala and ruby.<p><a href=""https://twitter.com/clarence_dimtri"" rel=""nofollow"">@clarence_dimitri</a></p></p>",0,0,0
1378,1,2012-05-26 21:18:39.893,oyenamit,2014-06-29 22:21:01.507,NULL,NULL,NULL,NULL,0,0,0
1379,101,2012-05-27 01:44:23.643,Mariano,2012-05-27 01:44:23.643,NULL,NULL,NULL,NULL,0,0,0
1380,150,2012-05-27 03:29:37.800,Dave M G,2014-05-03 18:39:56.173,,NULL,NULL,<p>I've always preferred TV to movies.</p>,1,9,1
1381,151,2012-05-27 05:08:20.290,Zolani13,2012-07-17 05:52:28.597,http://gameschannelblog.wordpress.com/,Montreal,20,<p>Programming Student in Java. Writing type person. Lover of Math and CompSci. Hello there!</p>,0,2,0
1382,76,2012-05-27 05:31:28.927,Mary,2012-05-27 15:08:10.493,NULL,NULL,NULL,NULL,0,0,0
1383,1,2012-05-27 08:13:34.607,vikramsjn,2012-06-11 02:54:48.370,NULL,India,NULL,NULL,2,0,0
1384,101,2012-05-27 21:22:02.917,Steven,2012-06-18 16:32:20.520,NULL,NULL,NULL,NULL,2,0,0
1385,11,2012-05-27 23:34:10.473,vicurus,2012-05-27 23:49:46.103,NULL,NULL,NULL,NULL,0,0,0
1386,11,2012-05-28 11:14:59.303,Akshay Pattabi,2012-05-28 11:14:59.303,NULL,NULL,NULL,NULL,2,0,0
1388,1,2012-05-29 00:44:18.493,sefatron,2012-07-04 04:20:31.930,NULL,Maryland,28,<p>PhD student at UMBC Biological Sciences department</p>,0,0,0
1389,101,2012-05-29 02:10:17.637,Cesar,2014-03-15 20:37:25.083,NULL,"Torreon, Mexico",36,"<p>Delphi expert, currently developing for Blackberry, expect to always learn exciting new things that will help me in my daily job.</p>",0,0,0
1390,101,2012-05-29 04:33:06.630,kccricket,2012-05-29 21:10:40.100,http://kccricket.net,North Carolina,31,NULL,0,0,0
1391,101,2012-05-29 05:48:43.557,Shawn Mclean,2012-12-22 16:54:55.763,http://www.shawnmclean.com,Jamaica,25,<p>:)</p>,6,1,0
1392,482,2012-05-29 15:19:10.740,Rob,2014-08-19 08:38:54.970,http://www.HonestDeception.co.uk,United Kingdom,38,"<p>Close-up Magician by night, something far less interesting by day...</p>",8,97,1
1393,46,2012-05-29 17:26:55.900,BeanBrain,2012-06-17 05:22:30.410,,NULL,NULL,,1,0,0
1394,101,2012-05-29 17:57:57.797,Opt,2013-04-05 17:08:20.967,NULL,NULL,NULL,NULL,0,1,0
1395,111,2012-05-29 19:52:42.580,Scott Beeson,2012-05-29 19:52:42.580,http://www.scottbeeson.com,"Springfield, MO",36,"<p><strong>I work</strong> in IT at a large healthcare organization. In my 13 years here I have had many roles including Customer Support, Hardware Tech, System Engineer, System Administrator, Automation Engineer and Application Architect/Administrator.</p>  <p><strong>I love</strong> efficiency and usability. If it's not simple to use and it doesn't make your job easier, it's not worth using. <em>I love spending hours developing something that will save others minutes.</em></p>  <p><strong>I live</strong> near Springfield, Missouri and <em>love</em> it.  It's not too big and it's not too small.  Goldilocks would say it was juuuust right.</p>",0,2,0
1396,320,2012-05-29 22:04:31.250,richieaj,2014-09-11 17:03:50.867,NULL,NULL,NULL,NULL,8,7,0
1397,79,2012-05-29 22:29:04.243,Greg Spradlin,2012-06-11 22:37:25.190,NULL,NULL,NULL,NULL,1,0,0
1399,101,2012-05-30 08:42:34.417,Trinh Hoang Nhu,2013-07-17 10:39:20.737,http://www.redspiritgroup.com,Vietnam,26,<p>:D</p>,0,2,0
1400,101,2012-05-30 12:01:02.680,Fahad Uddin,2012-05-31 16:47:49.400,http://www.mycsnippets.com,Pakistan,22,<p>Web Entrepreneur!</p>  <p>Blogger at www.mycsnippets.com</p>,0,0,0
1401,1,2012-05-31 00:28:18.047,George C,2013-01-15 15:32:41.200,http://coghillcartooning.com,Ohio,NULL,"<p>Cartoonist/artist specializing in <a href=""http://coghillcartooning.com/cartooning/portfolio/cartoon-logos"" rel=""nofollow"">cartoon logos</a> and <a href=""http://coghillcartooning.com/cartooning/portfolio/cartoon-character-design"" rel=""nofollow"">cartoon character design</a>. Mac geek. INTJ. Stoic.</p>",0,0,0
1402,587,2012-05-31 01:23:54.750,OrionDarkwood,2014-09-12 01:47:21.697,NULL,NULL,NULL,"<p>I am Unique. I took a hammer to the framework of Reality. I have danced with Death, I have lusted for Life. I smashed my Rose Colored glasses. I gave Fate the finger and puked on my Destiny.</p>",9,11,0
1403,101,2012-05-31 07:36:41.947,Flo,2013-12-27 10:26:45.953,NULL,NULL,NULL,NULL,2,0,0
1404,1,2012-05-31 16:49:56.480,Foo,2012-05-31 16:49:56.480,http://www.StartupsandFinance.com,"Karachi, Pakistan",24,"<p>I am a computer nerd who writes at <a href=""http://www.StartupsandFinance.com"" rel=""nofollow"">StartupsandFinance</a>.</p>",0,0,0
1405,3705,2012-06-01 14:07:40.330,PriestVallon,2014-09-10 00:03:01.367,http://cs1.ucc.ie/~es1,Ireland,25,<p>Computer Science graduate from Dungarvan in Ireland.</p>,152,471,12
1407,101,2012-06-02 14:01:39.230,IMS Studio,2014-08-14 02:27:40.793,http://www.imsstudio.com,United States,28,"<p>Website Developer and Designer. Learning from other users. Knowledge is Power!  </p>  <p>p.s.</p>  <blockquote>   <p>This is a wonderful place to share and learn.</p> </blockquote>  <p><strong>always, many thanks</strong></p>",1,0,0
1408,101,2012-06-02 14:25:03.573,Rishi Agarwal,2012-06-02 14:25:03.573,http://www.twitter.com/rishiagarwal,"Pune, India",30,"<p>Working at <a href=""http://www.arvan.in"" rel=""nofollow"">Arvan Technologies</a>  on Mobile Dev, Facebook Dev and Database Consulting. Also working on a <a href=""http://www.kitchensense.in"" rel=""nofollow"">product</a> for the food and retail sector.</p>",0,0,0
1409,120,2012-06-02 15:39:42.257,Yusaf,2013-09-01 11:14:23.720,NULL,NULL,NULL,NULL,3,0,0
1410,344,2012-06-03 01:28:43.867,Jim G.,2014-09-07 23:51:53.160,NULL,NULL,NULL,NULL,6,75,3
1412,1,2012-06-03 08:01:17.440,dobata,2013-08-12 20:18:07.993,NULL,NULL,NULL,NULL,0,0,0
1413,1,2012-06-03 13:10:12.233,mrbenn,2014-02-04 07:35:57.307,http://gplus.to/mrbenns,Northern Ireland,43,NULL,0,0,0
1414,194,2012-06-03 16:25:06.953,Leandro,2013-09-10 19:16:46.363,http://www.mdsoluciones.com.ar,"La Plata, Argentina",33,"<p>I'm Sr Programmer working with C#, C++, C oriented languages, .NET, VB.NET, MSSQL, MySQL, HTML, JQuery, AJAX, etc.</p>",3,6,0
1415,31,2012-06-03 20:52:19.123,PtrFdr,2014-08-18 11:32:16.760,http://stackexchange.com/users/135009,Hungary,25,"<p><a href=""http://twitter.com/PtrFdr"" rel=""nofollow"">@PtrFdr</a></p>",4,10,0
1416,101,2012-06-03 21:08:18.803,Mark Heath,2014-08-14 16:19:04.497,http://mark-dot-net.blogspot.com,"Southampton, United Kingdom",NULL,NULL,0,1,0
1417,143,2012-06-04 00:13:49.237,TheCellarRoom,2014-09-02 08:09:24.227,http://thecellarroom.net,England,31,"<p> <a href=""http://www.twitter.com/TheCellarRoom"" rel=""nofollow"">@TheCellarRoom</a><br/> <a href=""http://www.github.com/TheCellarRoom"" rel=""nofollow"">Github</a><br/> <a href=""http://thecellarroom.net"" rel=""nofollow"">Www</a><br/> </p>",3,3,0
1418,11,2012-06-04 03:32:28.557,Smuckers,2012-06-04 03:32:28.557,NULL,NULL,NULL,NULL,0,0,0
1421,101,2012-06-04 10:19:26.057,Greg Kopff,2014-01-08 04:45:33.237,NULL,Hong Kong,NULL,NULL,0,14,0
1423,101,2012-06-04 11:15:30.427,Rizwanabbasi,2012-06-04 11:15:30.427,http://www.cgvector.com,"Islamabad, Pakistan",NULL,"<p>My name is Rizwan Abbasi. I live in Islamabad PAKISTAN. i am Graphic designer with 4 years’ experience in print and web designing. Who is highly motivated, creative and versatile. Especially skilled in Exceptional skills to deal with team members My website is </p>  <p><a href=""http://www.cgvector.com"" rel=""nofollow"">http://www.cgvector.com</a></p>  <p><a href=""http://www.codeheaven.org/"" rel=""nofollow"">http://www.codeheaven.org/</a></p>  <p><a href=""http://totallycoolpix.blogspot.com"" rel=""nofollow"">http://totallycoolpix.blogspot.com</a></p>  <p><a href=""http://axisyahoo.blogspot.com"" rel=""nofollow"">http://axisyahoo.blogspot.com</a></p>",0,0,0
1424,41,2012-06-04 11:44:23.250,TEN,2012-07-03 06:55:47.097,NULL,NULL,NULL,NULL,0,0,0
1425,271,2012-06-04 13:15:51.410,Deditos,2014-09-12 19:49:48.483,NULL,NULL,NULL,NULL,2,17,0
1426,101,2012-06-04 16:18:03.993,a_horse_with_no_name,2014-09-13 22:06:11.327,NULL,"Munich, Germany",NULL,"<p>I'm looking for job as a software developer (Java) with focus on relational database technologies (Oracle, PostgreSQL)</p>",19,27,0
1427,101,2012-06-04 16:42:14.560,blackwolf,2014-03-10 19:22:21.360,NULL,NULL,NULL,NULL,0,0,0
1428,101,2012-06-04 17:03:50.573,wax eagle,2013-08-21 14:24:17.847,http://none,"Lookout Mountain, GA",29,<p>Computer Programmer.</p>,2,0,0
1429,166,2012-06-04 20:17:03.977,StudentProgramee,2012-11-28 22:49:20.377,NULL,NULL,NULL,NULL,0,1,0
1430,11,2012-06-04 21:13:49.850,chickencharlie,2012-06-04 22:42:09.727,,NULL,NULL,,6,0,0
1431,1,2012-06-05 10:35:21.423,sirhCity,2012-06-05 10:35:21.423,NULL,"Breda, Netherlands",30,NULL,0,0,0
1432,240,2012-06-05 11:19:30.930,TheBlackBenzKid,2014-08-16 22:00:18.900,NULL,"Manchester, United Kingdom",28,<p>ecommerce      application acceleration     cdn and load balancing</p>  <pre><code>ibm websphere commerce oracle atg web commerce opencart php nginx rapid commerce multi channel </code></pre>  <p>php/mysql/html5/css3/javascript/nginx/rackspace cloud/jquery/mobile/css</p>  <p>oh.. and DEFO FLASH and GIF!</p>,8,3,0
1433,46,2012-06-05 13:22:36.477,Mohamed Sobhy,2014-03-30 11:34:07.137,http://www.facebook.com/mSobhy90,Egypt,24,"<p>I'm a software engineer at Orange Labs Cairo. Android developer enthusiast. In love with development, especially Java language. :)</p>  <pre><code>System.out.println(""Hello StackOverFlow World ;)""); </code></pre>",9,2,0
1434,1,2012-06-06 03:07:58.790,Joel Ross,2012-06-06 03:07:58.790,http://www.rosscode.com,"Spring Lake, MI",37,NULL,0,0,0
1435,101,2012-06-06 04:02:07.130,yeasir007,2012-06-06 04:02:07.130,NULL,NULL,NULL,NULL,0,0,0
1436,21,2012-06-06 10:01:56.933,Benny Bottema,2012-06-06 10:01:56.933,http://blog.projectnibble.org,NULL,NULL,NULL,3,0,0
1437,21,2012-06-06 10:30:07.180,david,2012-06-06 11:41:12.720,NULL,NULL,NULL,NULL,1,0,0
1438,101,2012-06-06 11:13:51.783,Siva,2013-10-22 07:02:13.510,http://siva-developersworld.blogspot.com/,"Chennai, India",33,<p>Working in software for 7 years. Interested in programming and design</p>,2,0,0
1439,1,2012-06-07 10:21:11.827,Max Stolyarchuk,2012-06-07 10:21:11.827,NULL,"St. Petersburg, Russia",23,NULL,0,0,0
1440,101,2012-06-07 16:44:11.170,Kent Byerley,2012-06-07 17:01:39.573,NULL,Oregon,64,"<p>software engineer, pilot, student of science</p>",0,0,0
1441,376,2012-06-07 19:49:02.133,GallifreyanCode,2012-08-01 13:18:02.210,,NULL,NULL,,3,1,0
1442,101,2012-06-07 20:57:21.987,Andrew-Dufresne,2014-09-10 12:20:59.313,http://oncrashreboot.com/,NULL,NULL,NULL,0,31,0
1443,246,2012-06-07 21:02:29.623,Jeff Kranenburg,2013-02-09 03:52:05.667,NULL,"Tauranga, New Zealand",32,"<p>Hi,</p>  <p>I am doing a Computer Science course and I am learning C# and tackling Objective-C in my own time. </p>  <p>I got an app - Multi Web - In the App store and hope to get a few more in over my study break:-) </p>  <p>Jeff</p>",4,0,0
1444,118,2012-06-07 21:31:43.253,gerrit,2014-06-24 14:51:23.850,http://www.topjaklont.org/,"Toronto, Canada",NULL,"<p>I'm a Post-Doctoral Fellow in atmospheric remote sensing at the University of Toronto in Toronto, Ontario, Canada.  I first came to Stack Exchange for practical reasons: Tex.SE has been of major help when I wrote my licentiate (midterm) thesis.  Since then, I have discovered the joy of many websites.  As my network profile will show, I'm interested in travel, outdoor, scientific skepticism, and as I work in academia, also in academia and LaTeX.</p>",4,5,0
1445,101,2012-06-07 21:45:11.970,NominSim,2014-06-08 01:57:50.850,NULL,NULL,NULL,NULL,0,3,0
1446,31,2012-06-07 23:32:08.570,Quentin,2012-06-07 23:32:08.570,NULL,NULL,NULL,NULL,18,0,0
1449,54,2012-06-08 09:24:10.980,Jithin Sreekumar,2012-06-13 09:13:31.660,NULL,NULL,NULL,NULL,3,0,0
1450,1,2012-06-08 11:17:07.403,tharani dharan,2014-05-20 09:13:25.277,NULL,NULL,NULL,<p>Working in Thomson Reuters as QA</p>,1,0,0
1451,101,2012-06-08 14:04:28.180,cgvector,2012-06-08 14:04:28.180,http://www.cgvector.com,United Kingdom,NULL,"<p>Cgvector here. Live in UK. Graphic designer with 4 years’ experience in print and web designing. i have 4 blog.</p>  <p><a href=""http://www.cgvector.com"" rel=""nofollow"">http://www.cgvector.com</a></p>  <p><a href=""http://www.codeheaven.org/"" rel=""nofollow"">http://www.codeheaven.org/</a></p>  <p><a href=""http://totallycoolpix.blogspot.com"" rel=""nofollow"">http://totallycoolpix.blogspot.com</a></p>  <p><a href=""http://axisyahoo.blogspot.com"" rel=""nofollow"">http://axisyahoo.blogspot.com</a></p>",0,0,0
1453,96,2012-06-08 15:00:41.207,cthuljew,2012-06-16 22:57:56.993,,NULL,NULL,,0,0,0
1455,101,2012-06-08 21:03:13.343,THE DOCTOR,2012-06-09 19:44:20.347,NULL,Gallifrey,94,<p>I am a Time-Lord from the planet Gallifrey and the last remaining survivor of my race.</p>  <p>I am also a Software Engineer that a few years back regenerated into a Network/Systems Engineer currently working on various R&amp;D projects of the super-top-secret variety.</p>,0,0,0
1457,61,2012-06-09 00:24:08.847,And rew,2012-06-09 00:40:16.867,NULL,NULL,NULL,NULL,2,0,0
1458,39,2012-06-09 00:58:09.100,El Rufio,2012-06-09 00:58:09.100,NULL,NULL,NULL,NULL,3,0,0
1459,1,2012-06-09 02:18:02.493,TJ.,2012-06-09 02:18:02.493,NULL,NULL,NULL,NULL,0,0,0
1461,4923,2012-06-09 03:10:04.007,kicker86,2014-08-02 16:25:35.390,http://coolharsh55.blogspot.com,India,24,<p>Just a regular guy!!!</p>,61,86,16
1462,3,2012-06-09 03:53:41.050,Jordan Page,2012-06-09 03:53:41.050,NULL,NULL,NULL,NULL,1,0,0
1464,47,2012-06-09 07:50:11.503,Cden123,2012-06-09 07:50:11.503,NULL,NULL,NULL,NULL,1,0,0
1468,1,2012-06-09 15:49:18.423,germ,2014-08-12 06:00:25.223,NULL,NULL,NULL,NULL,0,0,0
1469,1,2012-06-09 23:46:59.333,Contention,2012-06-10 11:50:01.213,http://None,United Kingdom,30,<p>Perennial student.</p>,0,0,0
1470,101,2012-06-10 00:33:08.223,bfrohs,2012-06-10 00:33:08.223,http://www.brandonfrohs.com/,"Traverse City, MI",27,"<p>I tell people I'm a web developer, but the truth is I'm secretly a ninja.</p>  <ul> <li><a href=""http://github.com/bfrohs/"" rel=""nofollow"">Fork me on GitHub</a></li> <li><a href=""http://twitter.com/bfrohs/"" rel=""nofollow"">Follow me on Twitter</a></li> <li><a href=""https://gratipay.com/bfrohs/"" rel=""nofollow"">Feed me on Gratipay</a></li> </ul>",0,2,0
1472,1,2012-06-10 12:35:19.407,Gab_Alfns,2012-06-10 12:35:19.407,http://morong-gab.tumblr.com,NULL,NULL,NULL,1,0,0
1473,101,2012-06-10 19:16:23.620,Arran,2012-12-31 10:20:51.087,NULL,NULL,NULL,NULL,0,0,0
1474,101,2012-06-11 08:47:53.023,hims056,2014-07-03 10:49:59.790,http://stackoverflow.com/u/1369235,"Mumbai, India",26,"<p><a href=""http://stackexchange.com/users/1452838""> <img src=""http://stackexchange.com/users/flair/1452838.png?theme=clean"" width=""208"" height=""58"" alt=""profile for hims056 on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for hims056 on Stack Exchange, a network of free, community-driven Q&amp;A sites""> </a></p>  <blockquote>   <p>A passionate cricketer (by heart!).<br>   An enthusiastic programmer (by mistake!).</p> </blockquote>  <p><a href=""https://twitter.com/hims056"" rel=""nofollow"" title=""Twitter! @hims056""><img src=""http://i.stack.imgur.com/hBLbu.png"" alt=""hims on Twitter""></a></p>  <p></p>",3,23,0
1475,428,2012-06-11 08:59:06.997,Jamie Taylor,2014-08-27 10:25:43.903,http://gaprogman.com,"Hull, United Kingdom",28,,18,33,0
1476,116,2012-06-11 12:32:14.337,LucasBeef,2014-06-09 10:23:25.007,http://comingsoon,"Rennes, France",23,<p>Student in third year at Epitech in France.</p>,2,5,0
1477,31,2012-06-11 14:00:57.467,Kev,2012-06-12 11:53:21.443,NULL,NULL,NULL,NULL,0,0,0
1478,136,2012-06-11 17:39:58.163,Luckycat,2012-06-11 17:39:58.163,NULL,NULL,NULL,NULL,12,0,0
1479,101,2012-06-11 18:22:39.497,Patricia,2012-06-11 18:22:39.497,http://www.volunteer2.com,"Hamilton, Canada",30,"<p>Web Developer Primarily dealing with asp.net mvc, and jquery.</p>",1,1,0
1481,214,2012-06-12 01:57:45.300,bluefeet,2014-06-06 13:43:25.460,http://onlybluefeet.com,Arizona,39,"<p>developer, techie, nerd.....</p>  <p>I like <a href=""/questions/tagged/pivot"" class=""post-tag"" title=""show questions tagged &#39;pivot&#39;"" rel=""tag"">pivot</a> questions...</p>  <p>My feet are blue from running or I am part smurf. <em>I haven't figured it out yet.</em></p>  <p>contact:</p>  <p><a href=""https://twitter.com/onlybluefeet"" rel=""nofollow"">@onlybluefeet</a></p>",18,7,5
1482,101,2012-06-12 09:30:19.170,anu,2012-06-12 09:30:19.170,NULL,"Bangalore, India",28,"<p>I love to play with JQuery, HTML5 and CSS3. Exploring fun with Java everyday. I have tried to develop and contribute to some <a href=""https://github.com/anupamsmaurya"" rel=""nofollow"">github</a> projects, still a rookie though :). <p><a href=""https://plus.google.com/108547363451105132665/post"" rel=""nofollow"">google</a></p><p><a href=""http://www.facebook.com/anupamsmaurya"" rel=""nofollow"">facebook</a></p></p>",0,0,0
1485,106,2012-06-13 06:38:48.407,Guy,2012-06-13 06:38:48.407,http://na,NULL,NULL,NULL,0,0,0
1486,101,2012-06-13 07:47:21.427,Peter Jaric,2012-06-13 07:47:21.427,http://javahacker.com,"Uppsala, Sweden",41,"<p>Twitter: <a href=""http://twitter.com/peterjaric"" rel=""nofollow"">@peterjaric</a></p>",0,0,0
1487,101,2012-06-13 11:09:24.257,Dinesh,2014-04-11 12:06:52.780,NULL,"Chennai, India",24,NULL,0,0,0
1488,1,2012-06-13 11:12:45.983,user1227901,2012-06-13 11:12:45.983,NULL,NULL,NULL,NULL,0,0,0
1490,227,2012-06-13 12:40:05.233,celtschk,2014-09-08 18:33:58.977,NULL,NULL,43,NULL,30,112,0
1491,101,2012-06-13 17:23:44.647,BlueVoid,2012-06-22 15:38:52.650,http://www.moviefodder.com,United States,28,5th year computer science undergraduate at RIT.,0,0,0
1492,214,2012-06-13 18:24:12.340,jeffm,2014-09-02 11:28:59.720,http://www.pearlsoftware.com,United States,47,"<p>C++, C#, Windows programmer</p>",1,43,0
1493,1,2012-06-14 00:42:54.837,Kelly E Major,2012-06-14 00:42:54.837,NULL,NULL,NULL,NULL,0,0,0
1494,131,2012-06-14 03:23:14.830,notanandroid,2012-06-14 03:23:14.830,http://google.com,NULL,NULL,NULL,1,0,0
1495,240,2012-06-14 06:48:17.900,Farhan Ahmed,2014-08-26 15:26:42.713,http://azzassfa.blogspot.com,"Karachi, Pakistan",36,<p>I am an IT professional with <strong>over 10 years of experience</strong> working with local and multi-national corporations in both software and hardware areas ranging from programmer positions to management positions. I have extensive experience of managing multiple projects and defining and implementing vision for reputed IT departments and companies.</p>  <p>Other than this I have a passion for <strong>cars</strong> and <strong>cricket</strong>!</p>,10,8,0
1497,36,2012-06-14 10:58:36.540,Krissh,2012-06-14 13:04:13.920,NULL,NULL,NULL,NULL,4,0,0
1498,81,2012-06-14 12:16:57.803,Lonesome Traveller,2012-06-14 15:01:58.217,NULL,NULL,NULL,NULL,5,0,0
1499,155,2012-06-14 12:50:28.173,Jacxel,2013-04-13 16:22:31.343,NULL,Ireland,25,NULL,3,2,0
1500,11,2012-06-14 14:08:52.900,Simon,2012-06-14 14:08:52.900,NULL,NULL,NULL,NULL,0,0,0
1501,6132,2012-06-14 15:05:27.513,Stefan,2014-09-05 16:15:26.950,NULL,NULL,NULL,"<ul> <li>C++ software engineer. <ul> <li>Medieval combat instructor (steel combat).</li> <li>Sword and shield tournament fighter (SCA). </li> <li>RPG fan (mainly horror games). </li> <li>I also like training (try to get in two training sessions every weekday).</li> </ul></li> </ul>  <p>Also, most importantly, father of two!</p>",114,232,8
1503,135,2012-06-14 23:20:04.930,MaxMackie,2014-07-29 17:58:56.657,http://maxmackie.com,"Ottawa, Canada",NULL,"<p>I'm an entrepreneur and computer engineering student at the University of Ottawa.</p>  <p>My interests include natural language processing, artificial intelligence, low-level operating system design, web development and design, board games, horror movies.</p>  <p>Feel free to contact me about anything, I love chatting about tech stuff. You can find my email, along with the occasional tech post, on my <a href=""http://maxmackie.com"" rel=""nofollow"">blog</a> (generously hosted by Github).</p>  <ul> <li><a href=""http://twitter.com/maxmackie"" rel=""nofollow"">Follow</a> me on Twitter</li> <li><a href=""http://github.com/maxmackie"" rel=""nofollow"">Follow</a> me on Github</li> </ul>  <p>Follow the <a href=""http://area51.stackexchange.com/proposals/36307/internet-relay-chat-irc?referrer=2qxSpyO8yzN1zIxAG6Abww2"">Internet Relay Chat (IRC)</a> proposal on Area 51.</p>",0,3,0
1505,51,2012-06-15 01:46:26.240,James Lawrence,2012-06-15 01:46:26.240,NULL,NULL,NULL,NULL,0,0,0
1506,1,2012-06-15 05:24:46.203,Dwayne Russell,2012-06-15 17:24:35.760,http://dwaynerussell.wordpress.com,NULL,NULL,NULL,1,0,0
1507,1158,2012-06-15 13:02:25.130,Avner Shahar-Kashtan,2014-09-13 17:37:16.670,http://weblogs.asp.net/avnerk,Israel,NULL,"<p>Tech-turtle, fond of C# and .NET but likes to venture out to forage elsewhere as well.</p>",28,127,28
1508,378,2012-06-15 18:42:55.510,Forbidden Overseer,2014-09-08 21:18:16.400,http://bharadwajs.net,India,22,"<p>I am a graduate in Computer Science Engineering from India. I pass my time by participating in Stack Exchange and surfing the web. </p>  <p>I am interested in wide range of topics, and you can see some of those on my stack exchange profile. :)</p>",35,34,0
1509,36,2012-06-16 02:11:14.237,gogulet,2012-06-18 23:09:30.023,NULL,NULL,NULL,NULL,0,0,0
1510,1,2012-06-16 05:16:41.433,Landerah,2012-06-16 05:16:41.433,NULL,NULL,NULL,NULL,0,0,0
1511,111,2012-06-16 16:30:41.563,Rory,2014-06-30 09:57:07.160,NULL,NULL,NULL,NULL,1,4,0
1512,11,2012-06-16 19:36:21.473,blu,2012-06-16 19:36:21.473,,NULL,NULL,,1,0,0
1513,101,2012-06-16 19:54:01.280,Dirk Jäckel,2012-06-16 19:54:01.280,http://pandroid.mobi/,Germany,NULL,"<p>Android application developer with a Mac. Enjoying Google App Engine application development.</p>  <p>Co-host of the german <a href=""http://pandroid.mobi/"" rel=""nofollow"">pandroid podcast</a>.</p>",0,3,0
1514,185,2012-06-16 20:29:28.957,BBog,2014-03-18 15:49:57.683,http://cedik.info,Ploiesti,27,"<p>Possessing a tiny bit of knowledge about PHP, JavaScript, Objective-C, HTML, CSS and MySQL.</p>  <p>Me @ <a href=""http://cedik.info"" rel=""nofollow"">Cedik.info</a></p>  <p>Developer @ <a href=""http://prestimedia.fr"" rel=""nofollow"">Prestimedia</a></p>  <p>Blogger @ <a href=""http://blog.cedik.info"" rel=""nofollow"">My personal blog</a> | <a href=""http://itsybitsybytes.com"" rel=""nofollow"">Itsy Bitsy Bytes</a></p>",4,4,0
1515,101,2012-06-16 20:50:01.573,Yan,2012-06-26 06:43:37.787,NULL,Earth,31,<p>A web developer.</p>,0,4,0
1516,121,2012-06-16 21:50:49.883,steven,2012-06-16 22:51:01.587,NULL,NULL,NULL,NULL,2,0,0
1517,101,2012-06-17 04:32:55.823,seekerOfKnowledge,2012-06-19 14:58:29.463,NULL,"Miami, FL",25,"<p>Software Programming with focus in ASP.NET and C#. Experienced in T-SQL and SSRS Reporting, as well as WCF services.</p>",2,0,0
1518,21,2012-06-17 05:50:36.857,buffslayer22,2012-06-18 21:02:12.517,NULL,NULL,NULL,NULL,1,0,0
1521,101,2012-06-17 19:07:18.363,thebillmm,2012-06-17 19:07:18.363,NULL,NULL,NULL,NULL,0,0,0
1522,101,2012-06-17 19:12:22.480,Phil,2013-04-15 06:59:46.767,NULL,NULL,26,NULL,0,0,0
